agency,fiscal_year,date,fy_day,cumulative_count,cumulative_dollars,source_type,is_provisional
USDA_RD,2021,2021-06-01,244,0,293572631.67,usaspending,False
USDA_RD,2021,2021-07-01,274,0,308619751.46000004,usaspending,False
USDA_RD,2021,2021-08-01,305,0,318416173.73,usaspending,False
USDA_RD,2021,2021-09-01,336,0,330986776.15000004,usaspending,False
USDA_RD,2021,2021-10-01,366,0,471705377.45000005,usaspending,False
USDA_RD,2022,2021-11-01,32,0,49649173.77,usaspending,False
USDA_RD,2022,2021-12-01,62,0,153339829.76,usaspending,False
USDA_RD,2022,2022-01-01,93,0,237637271.18,usaspending,False
USDA_RD,2022,2022-02-01,124,0,263964806.58,usaspending,False
USDA_RD,2022,2022-03-01,152,0,278421148.67,usaspending,False
USDA_RD,2022,2022-04-01,183,0,317199492.83000004,usaspending,False
USDA_RD,2022,2022-05-01,213,0,350310797.34000003,usaspending,False
USDA_RD,2022,2022-06-01,244,0,369990664.68,usaspending,False
USDA_RD,2022,2022-07-01,274,0,374964025.02,usaspending,False
USDA_RD,2022,2022-08-01,305,0,385361592.66999996,usaspending,False
USDA_RD,2022,2022-09-01,336,0,396315621.21,usaspending,False
USDA_RD,2022,2022-10-01,366,0,399763547.71,usaspending,False
USDA_RD,2023,2022-11-01,32,0,1065514.76,usaspending,False
USDA_RD,2023,2022-12-01,62,0,5298640.779999999,usaspending,False
USDA_RD,2023,2023-01-01,93,0,57267749.79,usaspending,False
USDA_RD,2023,2023-02-01,124,0,140565206.39,usaspending,False
USDA_RD,2023,2023-03-01,152,0,175805483.88,usaspending,False
USDA_RD,2023,2023-04-01,183,0,236173454.54,usaspending,False
USDA_RD,2023,2023-05-01,213,0,378699846.5,usaspending,False
USDA_RD,2023,2023-06-01,244,0,461377742.24,usaspending,False
USDA_RD,2023,2023-07-01,274,0,512052359.88,usaspending,False
USDA_RD,2023,2023-08-01,305,0,548814844.44,usaspending,False
USDA_RD,2023,2023-09-01,336,0,581468494.9100001,usaspending,False
USDA_RD,2023,2023-10-01,366,0,586513127.6200001,usaspending,False
USDA_RD,2024,2023-11-01,32,0,-296416.06,usaspending,False
USDA_RD,2024,2023-12-01,62,0,43313809.47,usaspending,False
USDA_RD,2024,2024-01-01,93,0,61972710.12,usaspending,False
USDA_RD,2024,2024-02-01,124,0,93002648.11,usaspending,False
USDA_RD,2024,2024-03-01,153,0,120479482.68,usaspending,False
USDA_RD,2024,2024-04-01,184,0,157182060.94,usaspending,False
USDA_RD,2024,2024-05-01,214,0,178680718.09,usaspending,False
USDA_RD,2024,2024-06-01,245,0,294630236.24,usaspending,False
USDA_RD,2024,2024-07-01,275,0,383494686.69,usaspending,False
USDA_RD,2024,2024-08-01,306,0,437924709.67,usaspending,False
USDA_RD,2024,2024-09-01,337,0,472817299.18,usaspending,False
USDA_RD,2024,2024-10-01,367,0,478587137.65000004,usaspending,False
USDA_RD,2025,2024-11-01,32,0,-1956945.36,usaspending,False
USDA_RD,2025,2024-12-01,62,0,-605492.76,usaspending,False
USDA_RD,2025,2025-01-01,93,0,74281952.28999999,usaspending,False
USDA_RD,2025,2025-02-01,124,0,103073936.49,usaspending,False
USDA_RD,2025,2025-03-01,152,0,101432538.8,usaspending,False
USDA_RD,2025,2025-04-01,183,0,111906444.22,usaspending,False
USDA_RD,2025,2025-05-01,213,0,110722313.74,usaspending,False
USDA_RD,2025,2025-06-01,244,0,110138065.57,usaspending,False
USDA_RD,2025,2025-07-01,274,0,121888256.28,usaspending,False
USDA_RD,2025,2025-08-01,305,0,146679802.62,usaspending,False
USDA_RD,2025,2025-09-01,336,0,165478795.28,usaspending,False
USDA_RD,2025,2025-10-01,366,0,176520085.44,usaspending,False
USDA_RD,2026,2025-11-01,32,0,0.0,usaspending,False
USDA_RD,2026,2025-12-01,62,0,8917610.04,usaspending,False
USDA_RD,2026,2026-01-01,93,0,39012985.230000004,usaspending,False
USDA_RD,2026,2026-02-01,124,0,118478059.49000001,usaspending,False
USDA_RD,2026,2026-03-01,152,0,167239983.06,usaspending,False
USDA_RD,2026,2026-03-18,169,0,176058847.12,usaspending,True
